BFP0002	podman.acquisition.PLN0023	unsupported	podman@6.1.0..6.1.0	3
BFP0002	podman.acquisition.PLN0049	unsupported	podman@6.1.0..6.1.0	4
BFP0003	networks.backend.internal	approximate	podman@6.1.0..6.1.0	1
BFP0003	networks.edge.internal	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.db.environment	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.db.mounts[0]	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.db.namespaces	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.db.networks	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.db.resource_controls	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.db.security	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.forgejo.environment	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.forgejo.mounts[0]	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.forgejo.namespaces	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.forgejo.networks	approximate	podman@6.1.0..6.1.0	2
BFP0003	services.forgejo.resource_controls	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.forgejo.security	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.db-data.anonymous	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.db-data.driver	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.db-data.gid	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.db-data.uid	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.forgejo-data.anonymous	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.forgejo-data.driver	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.forgejo-data.gid	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.forgejo-data.uid	unsupported	podman@6.1.0..6.1.0	1
BFP0007	networks.backend.internal	unsupported	podman@6.1.0..6.1.0	1
BFP0007	networks.edge.internal	unsupported	podman@6.1.0..6.1.0	1
BFP0007	services.db.environment.POSTGRES_DB	unsupported	podman@6.1.0..6.1.0	1
BFP0007	services.db.environment.POSTGRES_PASSWORD	unsupported	podman@6.1.0..6.1.0	1
BFP0007	services.db.environment.POSTGRES_USER	unsupported	podman@6.1.0..6.1.0	1
BFP0007	services.forgejo.environment.FORGEJO__database__DB_TYPE	unsupported	podman@6.1.0..6.1.0	1
BFP0007	services.forgejo.environment.FORGEJO__database__HOST	unsupported	podman@6.1.0..6.1.0	1
BFP0007	services.forgejo.environment.FORGEJO__database__NAME	unsupported	podman@6.1.0..6.1.0	1
BFP0007	services.forgejo.environment.FORGEJO__database__PASSWD	unsupported	podman@6.1.0..6.1.0	1
BFP0007	services.forgejo.environment.FORGEJO__database__SSL_MODE	unsupported	podman@6.1.0..6.1.0	1
BFP0007	services.forgejo.environment.FORGEJO__database__USER	unsupported	podman@6.1.0..6.1.0	1
BFP0007	services.forgejo.environment.FORGEJO__security__INSTALL_LOCK	unsupported	podman@6.1.0..6.1.0	1
BFP0007	services.forgejo.environment.FORGEJO__security__SECRET_KEY	unsupported	podman@6.1.0..6.1.0	1
BFP0007	services.forgejo.environment.FORGEJO__server__DOMAIN	unsupported	podman@6.1.0..6.1.0	1
BFP0007	services.forgejo.environment.FORGEJO__server__ROOT_URL	unsupported	podman@6.1.0..6.1.0	1
BFP0007	services.forgejo.environment.FORGEJO__server__SSH_DOMAIN	unsupported	podman@6.1.0..6.1.0	1
BFP0007	services.forgejo.environment.FORGEJO__server__SSH_PORT	unsupported	podman@6.1.0..6.1.0	1
BFP0007	services.forgejo.ports	unsupported	podman@6.1.0..6.1.0	1
