BFC0007	services.app.dependencies[0]	unsupported	compose-specification@1.0.0..1.0.0	1
BFC0007	services.app.healthcheck	unsupported	compose-specification@1.0.0..1.0.0	1
BFC0007	services.cache.healthcheck	unsupported	compose-specification@1.0.0..1.0.0	1
BFC0007	services.cron.dependencies[0]	unsupported	compose-specification@1.0.0..1.0.0	1
BFC0007	services.db.healthcheck	unsupported	compose-specification@1.0.0..1.0.0	1
BFC0007	services.edge-proxy.dependencies[0]	unsupported	compose-specification@1.0.0..1.0.0	1
BFC0007	services.edge-proxy.dependencies[1]	unsupported	compose-specification@1.0.0..1.0.0	1
BFC0007	services.edge-proxy.healthcheck	unsupported	compose-specification@1.0.0..1.0.0	1
BFC0007	services.frontend.dependencies[0]	unsupported	compose-specification@1.0.0..1.0.0	1
BFC0007	services.frontend.healthcheck	unsupported	compose-specification@1.0.0..1.0.0	1
BFC0007	services.init.dependencies[0]	unsupported	compose-specification@1.0.0..1.0.0	1
BFC0007	services.init.dependencies[1]	unsupported	compose-specification@1.0.0..1.0.0	1
BFC0007	services.second-app.healthcheck	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0002	podman.acquisition.PLN0023	unsupported	compose-specification@1.0.0..1.0.0	12
BFP0002	podman.acquisition.PLN0049	unsupported	compose-specification@1.0.0..1.0.0	6
BFP0003	networks.backend.internal	approximate	compose-specification@1.0.0..1.0.0	1
BFP0003	networks.backend.ownership	approximate	compose-specification@1.0.0..1.0.0	1
BFP0003	networks.edge.internal	approximate	compose-specification@1.0.0..1.0.0	1
BFP0003	networks.edge.ownership	approximate	compose-specification@1.0.0..1.0.0	1
BFP0003	services.app.environment	approximate	compose-specification@1.0.0..1.0.0	1
BFP0003	services.app.namespaces	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.app.resource_controls	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.app.security	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.cache.environment	approximate	compose-specification@1.0.0..1.0.0	1
BFP0003	services.cache.namespaces	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.cache.resource_controls	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.cache.security	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.cron.environment	approximate	compose-specification@1.0.0..1.0.0	1
BFP0003	services.cron.namespaces	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.cron.resource_controls	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.cron.security	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.db.environment	approximate	compose-specification@1.0.0..1.0.0	1
BFP0003	services.db.namespaces	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.db.resource_controls	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.db.security	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.edge-proxy.environment	approximate	compose-specification@1.0.0..1.0.0	1
BFP0003	services.edge-proxy.mounts[0]	approximate	compose-specification@1.0.0..1.0.0	1
BFP0003	services.edge-proxy.namespaces	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.edge-proxy.resource_controls	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.edge-proxy.security	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.frontend.mounts[1]	approximate	compose-specification@1.0.0..1.0.0	1
BFP0003	services.frontend.namespaces	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.frontend.resource_controls	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.frontend.security	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.init.environment	approximate	compose-specification@1.0.0..1.0.0	1
BFP0003	services.init.mounts[1]	approximate	compose-specification@1.0.0..1.0.0	1
BFP0003	services.init.namespaces	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.init.resource_controls	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.init.security	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.second-app.namespaces	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.second-app.resource_controls	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	services.second-app.security	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	volumes.db-data.anonymous	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	volumes.db-data.driver	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	volumes.db-data.gid	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	volumes.db-data.ownership	approximate	compose-specification@1.0.0..1.0.0	1
BFP0003	volumes.db-data.uid	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	volumes.nextcloud-data.anonymous	unsupported	compose-specification@1.0.0..1.0.0	1
BFP0003	volumes.nextcloud-data.driver	unsupported	compose-specification@1.0.0..1.0.0	1
