BFP0002	container:{{resource_prefix}}boundary-peer	warning	omitted	partial
BFP0002	network:podman	warning	omitted	partial
BFP0002	networks.podman.driver	warning	omitted	partial
BFP0002	networks.podman.ipam_driver	warning	omitted	partial
BFP0002	networks.podman.native_ipv6_enabled	warning	omitted	partial
BFP0002	services.{{resource_prefix}}boundary-peer.creation_evidence	warning	omitted	partial
BFP0002	services.{{resource_prefix}}boundary-peer.hostname	warning	omitted	partial
BFP0003	networks.podman.internal	warning	approximated	approximate
BFP0003	networks.podman.ipam	warning	approximated	approximate
BFP0003	services.{{resource_prefix}}boundary-peer.environment	warning	approximated	approximate
BFP0003	services.{{resource_prefix}}boundary-peer.health_failure_action	warning	not-promoted	partial
BFP0003	services.{{resource_prefix}}boundary-peer.infra	warning	not-promoted	partial
BFP0003	services.{{resource_prefix}}boundary-peer.logging	warning	not-promoted	partial
BFP0003	services.{{resource_prefix}}boundary-peer.namespaces	warning	not-promoted	partial
BFP0003	services.{{resource_prefix}}boundary-peer.networks	warning	approximated	approximate
BFP0003	services.{{resource_prefix}}boundary-peer.resource_controls	warning	not-promoted	partial
BFP0003	services.{{resource_prefix}}boundary-peer.restart_policy	warning	approximated	approximate
BFP0003	services.{{resource_prefix}}boundary-peer.security	warning	not-promoted	partial
