BFP0007	networks.podman.internal	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-boundary-peer.environment.DYNPKG_RELEASE	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-boundary-peer.environment.HOME	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-boundary-peer.environment.HOSTNAME	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-boundary-peer.environment.NGINX_VERSION	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-boundary-peer.environment.NJS_RELEASE	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-boundary-peer.environment.NJS_VERSION	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-boundary-peer.environment.PATH	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-boundary-peer.environment.PKG_RELEASE	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-boundary-peer.environment.container	warning	omitted	partial
