BFP0007	networks.{{resource_prefix}}observability-backend.internal	warning	omitted	partial
BFP0007	networks.{{resource_prefix}}observability-backend.labels	warning	omitted	partial
BFP0007	networks.{{resource_prefix}}observability-edge.runtime_name	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-alloy.environment.ALLOY_DEPLOY_MODE	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-alloy.environment.HOME	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-alloy.environment.HOSTNAME	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-alloy.environment.PATH	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-alloy.environment.container	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-grafana.environment.GF_ANALYTICS_REPORTING_ENABLED	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-grafana.environment.GF_AUTH_ANONYMOUS_ENABLED	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-grafana.environment.GF_AUTH_ANONYMOUS_ORG_ROLE	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-grafana.environment.GF_PATHS_CONFIG	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-grafana.environment.GF_PATHS_DATA	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-grafana.environment.GF_PATHS_HOME	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-grafana.environment.GF_PATHS_LOGS	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-grafana.environment.GF_PATHS_PLUGINS	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-grafana.environment.GF_PATHS_PROVISIONING	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-grafana.environment.GF_SECURITY_ADMIN_PASSWORD	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-grafana.environment.GF_USERS_ALLOW_SIGN_UP	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-grafana.environment.HOME	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-grafana.environment.HOSTNAME	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-grafana.environment.PATH	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-grafana.environment.container	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-grafana.ports	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-log-producer.environment.DYNPKG_RELEASE	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-log-producer.environment.HOME	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-log-producer.environment.HOSTNAME	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-log-producer.environment.NGINX_VERSION	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-log-producer.environment.NJS_RELEASE	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-log-producer.environment.NJS_VERSION	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-log-producer.environment.PATH	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-log-producer.environment.PKG_RELEASE	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-log-producer.environment.container	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-loki.environment.HOME	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-loki.environment.HOSTNAME	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-loki.environment.PATH	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-loki.environment.SSL_CERT_FILE	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-loki.environment.container	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-metrics-producer.environment.DYNPKG_RELEASE	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-metrics-producer.environment.HOME	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-metrics-producer.environment.HOSTNAME	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-metrics-producer.environment.NGINX_VERSION	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-metrics-producer.environment.NJS_RELEASE	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-metrics-producer.environment.NJS_VERSION	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-metrics-producer.environment.PATH	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-metrics-producer.environment.PKG_RELEASE	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-metrics-producer.environment.container	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-prometheus.environment.HOME	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-prometheus.environment.HOSTNAME	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-prometheus.environment.PATH	warning	omitted	partial
BFP0007	services.{{resource_prefix}}observability-prometheus.environment.container	warning	omitted	partial
BFP0007	volumes.{{resource_prefix}}observability-alloy-data.settings	warning	omitted	partial
BFP0007	volumes.{{resource_prefix}}observability-grafana-data.settings	warning	omitted	partial
BFP0007	volumes.{{resource_prefix}}observability-loki-data.settings	warning	omitted	partial
BFP0007	volumes.{{resource_prefix}}observability-prometheus-data.settings	warning	omitted	partial
BFP0007	volumes.{{resource_prefix}}observability-telemetry-logs.settings	warning	omitted	partial
