BFP0002	podman.acquisition.PLN0023	unsupported	podman@6.1.0..6.1.0	6
BFP0002	podman.acquisition.PLN0049	unsupported	podman@6.1.0..6.1.0	10
BFP0003	networks.backend.internal	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.alloy.mounts[0]	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.alloy.mounts[1]	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.alloy.namespaces	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.alloy.networks	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.alloy.resource_controls	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.alloy.security	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.grafana.environment	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.grafana.mounts[0]	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.grafana.namespaces	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.grafana.networks	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.grafana.resource_controls	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.grafana.security	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.log-producer.mounts[0]	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.log-producer.namespaces	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.log-producer.networks	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.log-producer.resource_controls	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.log-producer.security	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.loki.mounts[0]	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.loki.namespaces	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.loki.networks	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.loki.resource_controls	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.loki.security	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.metrics-producer.namespaces	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.metrics-producer.networks	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.metrics-producer.resource_controls	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.metrics-producer.security	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.prometheus.mounts[0]	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.prometheus.namespaces	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.prometheus.networks	approximate	podman@6.1.0..6.1.0	1
BFP0003	services.prometheus.resource_controls	unsupported	podman@6.1.0..6.1.0	1
BFP0003	services.prometheus.security	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.alloy-data.anonymous	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.alloy-data.driver	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.alloy-data.gid	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.alloy-data.uid	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.grafana-data.anonymous	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.grafana-data.driver	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.grafana-data.gid	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.grafana-data.uid	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.loki-data.anonymous	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.loki-data.driver	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.loki-data.gid	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.loki-data.uid	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.prometheus-data.anonymous	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.prometheus-data.driver	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.prometheus-data.gid	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.prometheus-data.uid	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.telemetry-logs.anonymous	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.telemetry-logs.driver	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.telemetry-logs.gid	unsupported	podman@6.1.0..6.1.0	1
BFP0003	volumes.telemetry-logs.uid	unsupported	podman@6.1.0..6.1.0	1
